"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0671864173;""WAITING TO EXHALE"";""Terry McMillan"";""1993"";""Pocket"";""http://images.amazon.com/images/P/0671864173.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671864173.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671864173.01.LZZZZZZZ.jpg"""
"0060959428;""After Lucy : A Novel"";""Daniel Jones"";""2001"";""Perennial"";""http://images.amazon.com/images/P/0060959428.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060959428.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060959428.01.LZZZZZZZ.jpg"""
"0373079613;""Enchanted: The Donovan Legacy (Intimate Moments"," #961)"";""Nora Roberts"";""1999"";""Silhouette"";""http://images.amazon.com/images/P/0373079613.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373079613.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373079613.01.LZZZZZZZ.jpg"""
"0440200989;""Weep No More My Lady"";""Mary Higgins Clark"";""1993"";""Dell"";""http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg"""
"0671568175;""Let Me Call You Sweetheart"";""Mary Higgins Clark"";""1996"";""Pocket"";""http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg"""
"0449221504;""K Is for Killer (Kinsey Millhone Mysteries (Paperback))"";""Sue Grafton"";""1999"";""Fawcett Books"";""http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg"""
"0446607193;""Unspeakable"";""Sandra Brown"";""1999"";""Warner Books"";""http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg"""
"0671705091;""A Knight in Shining Armor"";""Jude Deveraux"";""1990"";""Pocket"";""http://images.amazon.com/images/P/0671705091.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671705091.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671705091.01.LZZZZZZZ.jpg"""
"0505522675;""Believe (Heartspell)"";""Victoria Alexander"";""1998"";""Love Spell"";""http://images.amazon.com/images/P/0505522675.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0505522675.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0505522675.01.LZZZZZZZ.jpg"""
"0515124656;""Lady Moonlight (Magical Love)"";""Kate Freiman"";""1999"";""Jove Books"";""http://images.amazon.com/images/P/0515124656.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0515124656.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0515124656.01.LZZZZZZZ.jpg"""
"0373484003;""Irish Hearts"";""Nora Roberts"";""2000"";""Silhouette"";""http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg"""
"0451198506;""The Countess"";""Catherine Coulter"";""1999"";""Signet Book"";""http://images.amazon.com/images/P/0451198506.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451198506.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451198506.01.LZZZZZZZ.jpg"""
"0440223237;""Malice"";""DANIELLE STEEL"";""1997"";""Dell"";""http://images.amazon.com/images/P/0440223237.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440223237.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440223237.01.LZZZZZZZ.jpg"""
"0679882820;""Mr. Brown Can Moo"," Can You : Dr. Seuss's Book of Wonderful Noises (Bright and Early Board Books)"";""Seuss"";""1996"";""Random House Children's Books"";""http://images.amazon.com/images/P/0679882820.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0679882820.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0679882820.01.LZZZZZZZ.jpg"""
"0399226907;""The Very Hungry Caterpillar Board Book"";""Eric Carle"";""1994"";""Philomel Books"";""http://images.amazon.com/images/P/0399226907.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399226907.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399226907.01.LZZZZZZZ.jpg"""
