"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0310214351;""Shepherd Looks at Psalm 23"," A"";""Weldon Phillip Keller"";""1997"";""Zondervan Publishing Company"";""http://images.amazon.com/images/P/0310214351.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0310214351.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0310214351.01.LZZZZZZZ.jpg"""
"0060191872;""The Run: A Novel"";""Stuart Woods"";""2000"";""HarperCollins Publishers"";""http://images.amazon.com/images/P/0060191872.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060191872.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060191872.01.LZZZZZZZ.jpg"""
"0061030996;""Hit List"";""Lawrence Block"";""2002"";""HarperTorch"";""http://images.amazon.com/images/P/0061030996.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0061030996.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0061030996.01.LZZZZZZZ.jpg"""
"0140430148;""The Moonstone (Penguin Classics)"";""Wilkie Collins"";""1966"";""Penguin Books"";""http://images.amazon.com/images/P/0140430148.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140430148.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140430148.01.LZZZZZZZ.jpg"""
"067318160X;""Short English handbook"";""David E Fear"";""1986"";""Scott"," Foresman"";""http://images.amazon.com/images/P/067318160X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/067318160X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/067318160X.01.LZZZZZZZ.jpg"""
"155591229X;""Potomac Trails: D.C.", Virginia, Maryland," and West Virginia"";""Allan Sutton"";""1997"";""Fulcrum Publishing"";""http://images.amazon.com/images/P/155591229X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/155591229X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/155591229X.01.LZZZZZZZ.jpg"""
"0020198817;""The GREAT GATSBY (A Scribner Classic)"";""F. Scott Fitzgerald"";""1992"";""Scribner Paper Fiction"";""http://images.amazon.com/images/P/0020198817.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0020198817.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0020198817.01.LZZZZZZZ.jpg"""
"0140001409;""Cold Comfort Farm"";""Stella Gibbons"";""1977"";""Penguin USA"";""http://images.amazon.com/images/P/0140001409.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140001409.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140001409.01.LZZZZZZZ.jpg"""
"0385323964;""Maximum Bob"";""Elmore Leonard"";""1998"";""Dell Publishing Company"";""http://images.amazon.com/images/P/0385323964.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385323964.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385323964.01.LZZZZZZZ.jpg"""
"1881066703;""New York City Restaurants 3 Ed"";""Andre Gayot"";""2001"";""Gayot"";""http://images.amazon.com/images/P/1881066703.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1881066703.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1881066703.01.LZZZZZZZ.jpg"""
"1853265535;""Washington Square (Classics Library (NTC))"";""Henry James"";""1998"";""NTC/Contemporary Publishing Company"";""http://images.amazon.com/images/P/1853265535.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1853265535.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1853265535.01.LZZZZZZZ.jpg"""
"0345448359;""Darwin's Children"";""GREG BEAR"";""2003"";""Del Rey"";""http://images.amazon.com/images/P/0345448359.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345448359.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345448359.01.LZZZZZZZ.jpg"""
"0446527084;""Fallen Dragon"";""Peter F. Hamilton"";""2002"";""Aspect"";""http://images.amazon.com/images/P/0446527084.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446527084.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446527084.01.LZZZZZZZ.jpg"""
"0743444965;""Blood Music"";""Greg Bear"";""2002"";""I Books"";""http://images.amazon.com/images/P/0743444965.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0743444965.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0743444965.01.LZZZZZZZ.jpg"""
"0752816500;""Axiomatic"";""Greg Egan"";""1995"";""Acacia Press"," Inc."";""http://images.amazon.com/images/P/0752816500.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0752816500.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0752816500.01.LZZZZZZZ.jpg"""
