"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0006374093;""Making It Happen: Reflections on Leadership"";""John Harvey Jones"";""1989"";""HarperCollins Publishers"";""http://images.amazon.com/images/P/0006374093.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0006374093.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0006374093.01.LZZZZZZZ.jpg"""
"0374525188;""Housekeeping"";""Marilynne Robinson"";""1997"";""Farrar Straus Giroux"";""http://images.amazon.com/images/P/0374525188.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0374525188.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0374525188.01.LZZZZZZZ.jpg"""
"0749385359;""Dan Leno Limehouse Golem Cook Pro"";""Peter Ackroyd"";""1997"";""Vintage"";""http://images.amazon.com/images/P/0749385359.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0749385359.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0749385359.01.LZZZZZZZ.jpg"""
"0099428644;""The Trial"";""Franz Kafka"";""2001"";""Vintage"";""http://images.amazon.com/images/P/0099428644.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0099428644.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0099428644.01.LZZZZZZZ.jpg"""
"0349111367;""Easy Silence"";""Angela Huth"";""0"";""Firebird Distributing"";""http://images.amazon.com/images/P/0349111367.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0349111367.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0349111367.01.LZZZZZZZ.jpg"""
"0747273146;""Resurrecting Salvador"";""Jeremy Dronfield"";""1999"";""Headline"";""http://images.amazon.com/images/P/0747273146.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0747273146.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0747273146.01.LZZZZZZZ.jpg"""
"034910901X;""Room for a Single Lady"";""Clare Boylan"";""0"";""Little Brown Company"";""http://images.amazon.com/images/P/034910901X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/034910901X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/034910901X.01.LZZZZZZZ.jpg"""
"0330244078;""Tinker Tailor Soldier Spy"";""John le Carre"";""1995"";""Pan Macmillan"";""http://images.amazon.com/images/P/0330244078.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0330244078.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0330244078.01.LZZZZZZZ.jpg"""
"0571216420;""Vernon God Little: A 21st Century Comedy in the Presence of Death"";""D. B. C. Pierre"";""2003"";""Faber &amp; Faber"";""http://images.amazon.com/images/P/0571216420.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0571216420.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0571216420.01.LZZZZZZZ.jpg"""
"0312974620;""Beyond Jennifer &amp; Jason"," Madison &amp; Montana : What To Name Your Baby Now"";""Linda Rosenkrantz"";""2000"";""St. Martin's Paperbacks"";""http://images.amazon.com/images/P/0312974620.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312974620.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312974620.01.LZZZZZZZ.jpg"""
"0304357278;""E-Tales: The Best &amp; Worst of Internet Humor"";""David Milstead"";""2001"";""Cassell"";""http://images.amazon.com/images/P/0304357278.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0304357278.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0304357278.01.LZZZZZZZ.jpg"""
"0471293334;""Mothers &amp; Others for a Livable Planet Guide to Natural Baby Care : Nontoxic and Environmentally Friendly Ways to Take Care of Your New Child"";""Mindy  Pennybacker"";""1999"";""Wiley"";""http://images.amazon.com/images/P/0471293334.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0471293334.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0471293334.01.LZZZZZZZ.jpg"""
